system,section_heading,item_label,hex,css_var,token_ref,description_first_keywords,description
supabase,Neutral Scale (Dark Mode),Mid Gray,#898989,,,muted text link,"Muted text, link color"
supabase,Neutral Scale (Dark Mode),Light Gray,#b4b4b4,,,secondary link text,Secondary link text
supabase,Neutral Scale (Dark Mode),Near White,#efefef,,,light border subtle,"Light border, subtle surface"
supabase,Neutral Scale (Dark Mode),Off White,#fafafa,,,primary text button,"Primary text, button text"
supabase,Radix Color Tokens (HSL-based),Slate Scale,,--colors-slate5,,through neutral progression,`--colors-slate5` through `--colors-slateA12` — neutral progression
supabase,Radix Color Tokens (HSL-based),Purple,,--colors-purple4,,accent spectrum,"`--colors-purple4`, `--colors-purple5`, `--colors-purpleA7` — accent spectrum"
supabase,Radix Color Tokens (HSL-based),Violet,,--colors-violet10,,vibrant accent,"`--colors-violet10` (`hsl(251, 63.2%, 63.2%)`) — vibrant accent"
supabase,Radix Color Tokens (HSL-based),Crimson,,--colors-crimson4,,warm accent alert,"`--colors-crimson4`, `--colors-crimsonA9` — warm accent / alert"
supabase,Radix Color Tokens (HSL-based),Indigo,,--colors-indigoA2,,subtle blue wash,`--colors-indigoA2` — subtle blue wash
supabase,Radix Color Tokens (HSL-based),Yellow,,--colors-yellowA7,,attention warning,`--colors-yellowA7` — attention/warning
supabase,Radix Color Tokens (HSL-based),Tomato,,--colors-tomatoA4,,error accent,`--colors-tomatoA4` — error accent
supabase,Radix Color Tokens (HSL-based),Orange,,--colors-orange6,,warm accent,`--colors-orange6` — warm accent
supabase,Surface & Overlay,Glass Dark,,,,translucent dark overlay,Translucent dark overlay
supabase,Surface & Overlay,Slate Alpha,,,,ultra-subtle blue wash,Ultra-subtle blue wash
supabase,Surface & Overlay,Fixed Scale Alpha,,,,light frost overlay,Light frost overlay
superhuman,Primary,Mysteria Purple,#1b1938,,,hero gradient background,"Hero gradient background, deep purple that straddles blue-purple — the darkest expression of the brand"
superhuman,Primary,Lavender Glow,#cbb7fb,,,primary accent highlight,"Primary accent and highlight color — soft purple used for emphasis, decorative elements, and interactive highlights"
superhuman,Primary,Charcoal Ink,#292827,,,primary text heading,Primary text and heading color on light surfaces — warm near-black with faint brown undertone
superhuman,Secondary & Accent,Amethyst Link,#714cb6,,,underlined link text,Underlined link text — mid-range purple that connects to the brand palette while signaling interactivity
superhuman,Secondary & Accent,Translucent White,,,,hero overlay text,Hero overlay text — near-white at 95% opacity for depth layering on dark surfaces
superhuman,Secondary & Accent,Misted White,,,,secondary text dark,Secondary text on dark surfaces — 80% opacity white for hierarchy on the hero gradient
superhuman,Surface & Background,Pure White,#ffffff,,,primary page background,Primary page background — the dominant canvas color for all content sections
superhuman,Surface & Background,Warm Cream,#e9e5dd,,,button background warm,"Button background — a warm, neutral cream that avoids the coldness of pure gray"
superhuman,Surface & Background,Parchment Border,#dcd7d3,,,card divider borders,Card and divider borders — warm light gray with slight pink undertone
superhuman,Neutrals & Text,Charcoal Ink,#292827,,,primary heading body,Primary heading and body text on white surfaces
superhuman,Neutrals & Text,Amethyst Link,#714cb6,,,in-content links underline,In-content links with underline decoration
superhuman,Neutrals & Text,Translucent White 95%,,,,primary text dark,Primary text on dark/purple surfaces
superhuman,Neutrals & Text,Translucent White 80%,,,,secondary text dark,Secondary text on dark/purple surfaces
superhuman,Gradient System,Hero Gradient,#1b1938,,,deep purple gradient,"Deep purple gradient starting from `#1b1938`, transitioning through purple-to-twilight tones across the hero section — the most dramatic visual element on the entire site"
superhuman,Gradient System,Content Transition,,,,gradient dissolves white,"The gradient dissolves into the white content area, creating a cinematic curtain-lift effect as the user scrolls"
tesla,Primary,Electric Blue,#3e6ae1,,,primary cta button,"Primary CTA button background — a confident, mid-saturation blue (rgb 62, 106, 225) that stands alone as the only chromatic color in the entire interface. Used exclusively for ""Order Now"" and other primary action buttons"
tesla,Primary,Pure White,#ffffff,,,dominant background color,"Dominant background color for all surfaces, panels, navigation, and secondary button fills — the canvas that lets photography breathe"
tesla,Secondary & Accent,Promo Blue,#3e6ae1,,,blue also serves,"Blue also serves for promotional text (""0% APR Available"") displayed over hero imagery in the same hue as the CTA — creating a visual link between incentive messaging and action"
tesla,Surface & Background,White Canvas,#ffffff,,,page background navigation,"Page background, navigation panel, dropdown menus, and all surface containers"
tesla,Surface & Background,Light Ash,#f4f4f4,,,subtle alternate surface,"Subtle alternate surface for section differentiation — barely perceptible shift from pure white (rgb 244, 244, 244)"
tesla,Surface & Background,Carbon Dark,#171a20,,,dark surface color,"Dark surface color for hero text overlays and potential dark-mode contexts (rgb 23, 26, 32) — a warm near-black with a blue undertone"
tesla,Surface & Background,Frosted Glass,,,,semi-transparent white navigation,Semi-transparent white for navigation backdrop-filter effects on scroll
tesla,Neutrals & Text,Carbon Dark,#171a20,,,primary heading navigation,"Primary heading and navigation text — the darkest text value (rgb 23, 26, 32), used for model names, nav labels, and hero titles on light backgrounds"
tesla,Neutrals & Text,Graphite,#393c41,,,body text secondary,"Body text and secondary content (rgb 57, 60, 65) — the default paragraph color, slightly warmer than pure gray"
tesla,Neutrals & Text,Pewter,#5c5e62,,,tertiary text sub-links,"Tertiary text for sub-links, secondary navigation links like ""Learn"" and ""Order"" (rgb 92, 94, 98)"
tesla,Neutrals & Text,Silver Fog,#8e8e8e,,,placeholder text input,"Placeholder text in input fields and disabled states (rgb 142, 142, 142)"
tesla,Neutrals & Text,Cloud Gray,#eeeeee,,,light borders divider,"Light borders and divider lines (rgb 238, 238, 238)"
tesla,Neutrals & Text,Pale Silver,#d0d1d2,,,subtle ui borders,"Subtle UI borders and delineation (rgb 208, 209, 210)"
together.ai,Primary,Brand Magenta,#ef2cc1,,,primary brand accent,The primary brand accent — a vivid pink-magenta used in gradient illustrations and the highest-signal brand moments. Never used as UI chrome.
together.ai,Primary,Brand Orange,#fc4c02,,,secondary brand accent,The secondary brand accent — a vivid orange for gradient endpoints and warm accent moments.
together.ai,Primary,Dark Blue,#010120,,,primary dark surface,"The primary dark surface — a deep midnight blue-black used for research sections, footer, and dark containers. Not gray, not black — distinctly blue."
together.ai,Secondary & Accent,Soft Lavender,#bdbbff,,,gentle blue-violet used,"A gentle blue-violet used for subtle accents, secondary indicators, and soft UI highlights."
together.ai,Secondary & Accent,Black 40,#00000066,,,semi-transparent black de-emphasized,Semi-transparent black for de-emphasized overlays and secondary text.
together.ai,Surface & Background,Pure White,#ffffff,,,primary light-section page,The primary light-section page background.
together.ai,Surface & Background,Dark Blue,#010120,,,dark-section backgrounds research,"Dark-section backgrounds — research, footer, technical content."
together.ai,Surface & Background,Glass Light,,,,frosted glass button,Frosted glass button backgrounds on dark sections.
together.ai,Surface & Background,Glass Dark,,,,subtle tinted surfaces,Subtle tinted surfaces on light sections.
together.ai,Neutrals & Text,Pure Black,#000000,,,primary text light,Primary text on light surfaces.
together.ai,Neutrals & Text,Pure White,#ffffff,,,primary text dark,Primary text on dark surfaces.
together.ai,Neutrals & Text,Black 8%,,,,borders subtle containment,Borders and subtle containment on light surfaces.
together.ai,Neutrals & Text,White 12%,,,,borders containment dark,Borders and containment on dark surfaces.
together.ai,Gradient System,Pastel Cloud Gradient,,,,soft pink lavender,"Soft pink → lavender → soft blue gradients in hero illustrations. These appear in abstract, painterly forms — clouds, feathers, flowing shapes — that create visual warmth without literal meaning."
together.ai,Gradient System,Hero Gradient,,,,hero background uses,"The hero background uses soft pastel tints layered over white, creating a dawn-like atmospheric effect."
uber,Primary,Uber Black,#000000,,,defining brand color,"The defining brand color -- used for primary buttons, headlines, navigation text, and the footer. Not ""near-black"" or ""off-black,"" but true, uncompromising black."
uber,Primary,Pure White,#ffffff,,,primary surface color,"The primary surface color and inverse text. Used for page backgrounds, card surfaces, and text on black elements."
uber,Interactive & Button States,Hover Gray,#e2e2e2,,,white button hover,"White button hover state -- a clean, cool light gray that provides clear feedback without warmth."
uber,Interactive & Button States,Hover Light,#f3f3f3,,,subtle hover elevated,Subtle hover for elevated white buttons -- barely-there gray for gentle interaction feedback.
uber,Interactive & Button States,Chip Gray,#efefef,,,background secondary filter,"Background for secondary/filter buttons and navigation chips -- a neutral, ultra-light gray."
uber,Text & Content,Body Gray,#4b4b4b,,,secondary text footer,Secondary text and footer links -- a true mid-gray with no warm or cool bias.
uber,Text & Content,Muted Gray,#afafaf,,,tertiary text de-emphasized,"Tertiary text, de-emphasized footer links, and placeholder content."
uber,Borders & Separation,Border Black,#000000,,,thin 1px borders,Thin 1px borders for structural containment -- used sparingly on dividers and form containers.
uber,Shadows & Depth,Shadow Light,,,,standard card elevation,Standard card elevation -- a featherweight lift for content cards.
uber,Shadows & Depth,Shadow Medium,,,,slightly stronger elevation,Slightly stronger elevation for floating action buttons and overlays.
uber,Shadows & Depth,Button Press,,,,inset shadow active,Inset shadow for active/pressed states on secondary buttons.
uber,Link States,Default Link Blue,#0000ee,,,standard browser blue,Standard browser blue for text links with underline -- used in body content.
uber,Link States,Link White,#ffffff,,,links dark surfaces,Links on dark surfaces -- used in footer and dark sections.
uber,Link States,Link Black,#000000,,,links light surfaces,Links on light surfaces with underline decoration.
vercel,Primary,Vercel Black,#171717,,,primary text headings,"Primary text, headings, dark surface backgrounds. Not pure black — the slight warmth prevents harshness."
vercel,Primary,Pure White,#ffffff,,,page background card,"Page background, card surfaces, button text on dark."
vercel,Primary,True Black,#000000,--geist-console-text-color-default,,secondary use used,"Secondary use, `--geist-console-text-color-default`, used in specific console/code contexts."
vercel,Workflow Accent Colors,Ship Red,#ff5b4f,--ship-text,,ship production workflow,"`--ship-text`, the ""ship to production"" workflow step — warm, urgent coral-red."
vercel,Workflow Accent Colors,Preview Pink,#de1d8d,--preview-text,,preview deployment workflow,"`--preview-text`, the preview deployment workflow — vivid magenta-pink."
vercel,Workflow Accent Colors,Develop Blue,#0a72ef,--develop-text,,development workflow bright,"`--develop-text`, the development workflow — bright, focused blue."
vercel,Console / Code Colors,Console Blue,#0070f3,--geist-console-text-color-blue,,syntax highlighting blue,"`--geist-console-text-color-blue`, syntax highlighting blue."
vercel,Console / Code Colors,Console Purple,#7928ca,--geist-console-text-color-purple,,syntax highlighting purple,"`--geist-console-text-color-purple`, syntax highlighting purple."
vercel,Console / Code Colors,Console Pink,#eb367f,--geist-console-text-color-pink,,syntax highlighting pink,"`--geist-console-text-color-pink`, syntax highlighting pink."
vercel,Interactive,Link Blue,#0072f5,,,primary link color,Primary link color with underline decoration.
vercel,Interactive,Focus Blue,,--ds-focus-color,,focus ring interactive,"`--ds-focus-color`, focus ring on interactive elements."
vercel,Interactive,Ring Blue,,--tw-ring-color,,tailwind ring utility,"`--tw-ring-color`, Tailwind ring utility."
vercel,Neutral Scale,Gray 900,#171717,,,primary text headings,"Primary text, headings, nav text."
vercel,Neutral Scale,Gray 600,#4d4d4d,,,secondary text description,"Secondary text, description copy."
vercel,Neutral Scale,Gray 500,#666666,,,tertiary text muted,"Tertiary text, muted links."
vercel,Neutral Scale,Gray 400,#808080,,,placeholder text disabled,"Placeholder text, disabled states."
vercel,Neutral Scale,Gray 100,#ebebeb,,,borders card outlines,"Borders, card outlines, dividers."
vercel,Neutral Scale,Gray 50,#fafafa,,,subtle surface tint,"Subtle surface tint, inner shadow highlight."
vercel,Surface & Overlay,Overlay Backdrop,,--ds-overlay-backdrop-color,,modal dialog backdrop,"`--ds-overlay-backdrop-color`, modal/dialog backdrop."
vercel,Surface & Overlay,Selection Text,,--geist-selection-text-color,,text selection highlight,"`--geist-selection-text-color`, text selection highlight."
vercel,Surface & Overlay,Badge Blue Bg,#ebf5ff,,,pill badge background,"Pill badge background, tinted blue surface."
vercel,Surface & Overlay,Badge Blue Text,#0068d6,,,pill badge text,"Pill badge text, darker blue for readability."
vercel,Shadows & Depth,Border Shadow,,,,signature replaces traditional,The signature — replaces traditional borders.
vercel,Shadows & Depth,Subtle Elevation,,,,minimal lift cards,Minimal lift for cards.
vercel,Shadows & Depth,Card Stack,#fafafa,,,full multi-layer card,Full multi-layer card shadow.
vercel,Shadows & Depth,Ring Border,,,,light gray ring-border,Light gray ring-border for tabs and images.
voltagent,Primary,Emerald Signal Green,#00d992,,,core brand energy,"The core brand energy — used for accent borders, glow effects, and the highest-signal interactive moments. This is the ""power-on"" indicator of the entire interface."
voltagent,Primary,VoltAgent Mint,#2fd6a1,,,button-text variant brand,"The button-text variant of the brand green — slightly warmer and more readable than pure Signal Green, used specifically for CTA text on dark surfaces."
voltagent,Primary,Tailwind Emerald,#10b981,,,ecosystem-standard green used,The ecosystem-standard green used at low opacity (30%) for subtle background tints and link defaults. Bridges VoltAgent's custom palette with Tailwind's utility classes.
voltagent,Secondary & Accent,Soft Purple,#818cf8,,,cool indigo-violet used,"A cool indigo-violet used sparingly for secondary categorization, code syntax highlights, and visual variety without competing with green."
voltagent,Secondary & Accent,Cobalt Primary,#306cce,,,docusaurus primary dark,Docusaurus primary dark — used in documentation contexts for links and interactive focus states.
voltagent,Secondary & Accent,Deep Cobalt,#2554a0,,,darkest primary shade,"The darkest primary shade, reserved for pressed/active states in documentation UI."
voltagent,Secondary & Accent,Ring Blue,#3b82f6,,,tailwind s ring,Tailwind's ring color at 50% opacity — visible only during keyboard focus for accessibility compliance.
voltagent,Surface & Background,Abyss Black,#050507,,,landing page canvas,"The landing page canvas — a near-pure black with the faintest warm undertone, darker than most ""dark themes"" for maximum contrast with green accents."
voltagent,Surface & Background,Carbon Surface,#101010,,,primary card button,"The primary card and button background — one shade lighter than Abyss, creating a barely perceptible elevation layer. Used across all contained surfaces."
voltagent,Surface & Background,Warm Charcoal Border,#3d3a39,,,signature containment color,"The signature containment color — not a cold gray but a warm, almost brownish dark tone that prevents borders from feeling harsh against the black canvas."
voltagent,Neutrals & Text,Snow White,#f2f2f2,,,primary text color,"The primary text color on dark surfaces — not pure white (`#ffffff`) but a softened, eye-friendly off-white. The most-used color on the site (1008 instances)."
voltagent,Neutrals & Text,Pure White,#ffffff,,,reserved highest-emphasis moments,Reserved for the highest-emphasis moments — ghost button text and maximum-contrast headings. Used at low opacity (5%) for subtle overlay effects.
voltagent,Neutrals & Text,Warm Parchment,#b8b3b0,,,secondary body text,"Secondary body text — a warm light gray with a slight pinkish undertone that reads as ""paper"" against the dark canvas."
voltagent,Neutrals & Text,Steel Slate,#8b949e,,,tertiary text metadata,"Tertiary text, metadata, timestamps, and de-emphasized content. A cool blue-gray that provides clear hierarchy below Warm Parchment."
voltagent,Neutrals & Text,Fog Gray,#bdbdbd,,,footer links supporting,Footer links and supporting navigation text — brightens on hover to Pure White.
voltagent,Neutrals & Text,Mist Gray,#dcdcdc,,,slightly brighter than,"Slightly brighter than Fog, used for secondary link text that transitions to bright green on hover."
voltagent,Neutrals & Text,Near White,#eeeeee,,,highest-contrast secondary text,"Highest-contrast secondary text, one step below Snow White."
voltagent,Semantic & Accent,Success Emerald,#008b00,,,deep green success,Deep green for success states and positive confirmations in documentation contexts.
voltagent,Semantic & Accent,Success Light,#80d280,,,soft pastel green,Soft pastel green for success backgrounds and subtle positive indicators.
voltagent,Semantic & Accent,Warning Amber,#ffba00,,,bright amber warning,Bright amber for warning alerts and caution states.
voltagent,Semantic & Accent,Warning Pale,#ffdd80,,,softened amber warning,Softened amber for warning background fills.
voltagent,Semantic & Accent,Danger Coral,#fb565b,,,vivid red error,Vivid red for error states and destructive action warnings.
voltagent,Semantic & Accent,Danger Rose,#fd9c9f,,,softened coral-pink error,Softened coral-pink for error backgrounds.
voltagent,Semantic & Accent,Info Teal,#4cb3d4,,,cool teal-blue informational,Cool teal-blue for informational callouts and tip admonitions.
voltagent,Semantic & Accent,Dashed Border Slate,#4f5d75,,,muted blue-gray used,A muted blue-gray used exclusively for decorative dashed borders in workflow diagrams.
voltagent,Gradient System,Green Signal Glow,#00d992,,,animating creates pulsing,"`drop-shadow(0 0 2px #00d992)` animating to `drop-shadow(0 0 8px #00d992)` — creates a pulsing ""electric charge"" effect on the VoltAgent bolt logo and interactive elements. The glow expands and contracts like a heartbeat."
voltagent,Gradient System,Warm Ambient Haze,,,,warm-toned diffused shadow,"`rgba(92, 88, 85, 0.2) 0px 0px 15px` — a warm-toned diffused shadow that creates a soft atmospheric glow around elevated cards, visible at the edges without sharp boundaries."
voltagent,Gradient System,Deep Dramatic Elevation,,,,heavy dramatic downward,"`rgba(0, 0, 0, 0.7) 0px 20px 60px` with `rgba(148, 163, 184, 0.1) 0px 0px 0px 1px inset` — a heavy, dramatic downward shadow paired with a faint inset slate ring for the most prominent floating elements."
warp,Primary,Warm Parchment,#faf9f6,,,primary text color,Primary text color — a barely-cream off-white that softens every surface
warp,Primary,Earth Gray,#353534,,,button backgrounds dark,"Button backgrounds, dark interactive surfaces — warm, not cold"
warp,Primary,Deep Void,,,,warm dark canvas,The warm dark canvas derived from the body background
warp,Secondary & Accent,Stone Gray,#868584,,,secondary text muted,"Secondary text, muted descriptions — warm mid-gray"
warp,Secondary & Accent,Ash Gray,#afaeac,,,body text button,"Body text, button text — the workhorse reading color"
warp,Secondary & Accent,Purple-Tint Gray,#666469,,,link text subtle,Link text with subtle purple undertone — underlined links in content
warp,Surface & Background,Frosted Veil,,,,ultra-subtle white overlay,Ultra-subtle white overlay for surface differentiation
warp,Surface & Background,Mist Border,,,,semi-transparent borders card,Semi-transparent borders for card containment
warp,Surface & Background,Translucent Parchment,,,,slightly transparent primary,"Slightly transparent primary surface, allowing depth"
warp,Neutrals & Text,Warm Parchment,#faf9f6,,,headlines high-emphasis text,"Headlines, high-emphasis text"
warp,Neutrals & Text,Ash Gray,#afaeac,,,body paragraphs descriptions,"Body paragraphs, descriptions"
warp,Neutrals & Text,Stone Gray,#868584,,,secondary labels subdued,"Secondary labels, subdued information"
warp,Neutrals & Text,Muted Purple,#666469,,,underlined links tertiary,"Underlined links, tertiary content"
warp,Neutrals & Text,Dark Charcoal,#454545,,,borders button backgrounds,"Borders, button backgrounds"
webflow,Primary,Near Black,#080808,,,primary text,Primary text
webflow,Primary,Webflow Blue,#146ef5,--primary--webflow-blue,,primary cta links,"`--_color---primary--webflow-blue`, primary CTA and links"
webflow,Primary,Blue 400,#3b89ff,--primary--blue-400,,lighter interactive blue,"`--_color---primary--blue-400`, lighter interactive blue"
webflow,Primary,Blue 300,#006acc,--blue-300,,darker blue variant,"`--_color---blue-300`, darker blue variant"
webflow,Primary,Button Hover Blue,#0055d4,--mkto-embed-color-button-hover,,,`--mkto-embed-color-button-hover`
webflow,Secondary Accents,Purple,#7a3dff,--secondary--purple,,,`--_color---secondary--purple`
webflow,Secondary Accents,Pink,#ed52cb,--secondary--pink,,,`--_color---secondary--pink`
webflow,Secondary Accents,Green,#00d722,--secondary--green,,,`--_color---secondary--green`
webflow,Secondary Accents,Orange,#ff6b00,--secondary--orange,,,`--_color---secondary--orange`
webflow,Secondary Accents,Yellow,#ffae13,--secondary--yellow,,,`--_color---secondary--yellow`
webflow,Secondary Accents,Red,#ee1d36,--secondary--red,,,`--_color---secondary--red`
webflow,Neutral,Gray 800,#222222,,,dark secondary text,Dark secondary text
webflow,Neutral,Gray 700,#363636,,,mid text,Mid text
webflow,Neutral,Gray 300,#ababab,,,muted text placeholder,"Muted text, placeholder"
webflow,Neutral,Mid Gray,#5a5a5a,,,link text,Link text
webflow,Neutral,Border Gray,#d8d8d8,,,borders dividers,"Borders, dividers"
webflow,Neutral,Border Hover,#898989,,,hover border,Hover border
webflow,Shadows,5-layer cascade,,,,,"`rgba(0,0,0,0) 0px 84px 24px, rgba(0,0,0,0.01) 0px 54px 22px, rgba(0,0,0,0.04) 0px 30px 18px, rgba(0,0,0,0.08) 0px 13px 13px, rgba(0,0,0,0.09) 0px 3px 7px`"
wise,Primary Brand,Near Black,#0e0f0c,,,primary text background,"Primary text, background for dark sections"
wise,Primary Brand,Wise Green,#9fe870,,,primary cta button,"Primary CTA button, brand accent"
wise,Primary Brand,Dark Green,#163300,,,button text green,"Button text on green, deep green accent"
wise,Primary Brand,Light Mint,#e2f6d5,,,soft green surface,"Soft green surface, badge backgrounds"
wise,Primary Brand,Pastel Green,#cdffad,--color-interactive-contrast-hover,,hover accent,"`--color-interactive-contrast-hover`, hover accent"
wise,Semantic,Positive Green,#054d28,--color-sentiment-positive-primary,,success,"`--color-sentiment-positive-primary`, success"
wise,Semantic,Danger Red,#d03238,--color-interactive-negative-hover,,error destructive,"`--color-interactive-negative-hover`, error/destructive"
wise,Semantic,Warning Yellow,#ffd11a,--color-sentiment-warning-hover,,warnings,"`--color-sentiment-warning-hover`, warnings"
wise,Semantic,Background Cyan,,--color-background-accent,,info tint,"`--color-background-accent`, info tint"
wise,Semantic,Bright Orange,#ffc091,--color-bright-orange,,warm accent,"`--color-bright-orange`, warm accent"
wise,Neutral,Warm Dark,#454745,,,secondary text borders,"Secondary text, borders"
wise,Neutral,Gray,#868685,,,muted text tertiary,"Muted text, tertiary"
wise,Neutral,Light Surface,#e8ebe6,,,subtle green-tinted light,Subtle green-tinted light surface
x.ai,Primary,Pure White,#ffffff,,,singular text color,"The singular text color, link color, and all foreground elements. In xAI's system, white is not a background -- it is the voice."
x.ai,Primary,Dark Background,#1f2228,,,canvas,"The canvas. A warm near-black with a subtle blue undertone (not pure black, not neutral gray). This specific hue prevents the harsh eye strain of `#000000` while maintaining deep darkness."
x.ai,Interactive,White Default,#ffffff,,,link interactive element,Link and interactive element color in default state.
x.ai,Interactive,White Muted,,,,hover state links,"Hover state for links -- a deliberate dimming rather than brightening, which is unusual and distinctive."
x.ai,Interactive,White Subtle,,,,borders dividers subtle,"Borders, dividers, and subtle surface treatments."
x.ai,Interactive,Ring Blue,,--tw-ring-color,,tailwind s default,"Tailwind's default focus ring color (`--tw-ring-color`), used for keyboard accessibility focus states."
x.ai,Surface & Borders,Surface Elevated,,,,subtle card backgrounds,Subtle card backgrounds and hover surfaces -- barely visible lift.
x.ai,Surface & Borders,Surface Hover,,,,slightly more visible,Slightly more visible hover state for interactive containers.
x.ai,Surface & Borders,Border Default,,,,standard border cards,"Standard border for cards, dividers, and containers."
x.ai,Surface & Borders,Border Strong,,,,emphasized borders active,Emphasized borders for active states and button outlines.
x.ai,Functional,Text Primary,#ffffff,,,headings body text,"All headings, body text, labels."
x.ai,Functional,Text Secondary,,,,descriptions captions supporting,"Descriptions, captions, supporting text."
x.ai,Functional,Text Tertiary,,,,muted labels placeholder,"Muted labels, placeholder text, timestamps."
x.ai,Functional,Text Quaternary,,,,disabled text very,"Disabled text, very subtle annotations."
zapier,Primary,Zapier Black,#201515,,,primary text headings,"Primary text, headings, dark button backgrounds. A warm near-black with reddish undertones -- never cold."
zapier,Primary,Cream White,#fffefb,,,page background card,"Page background, card surfaces, light button fills. Not pure white; the yellowish warmth is intentional."
zapier,Primary,Off-White,#fffdf9,,,secondary background surface,"Secondary background surface, subtle alternate tint. Nearly indistinguishable from cream white but creates depth."
zapier,Brand Accent,Zapier Orange,#ff4f00,,,primary cta buttons,"Primary CTA buttons, active underline indicators, accent borders. The signature color -- vivid and warm."
zapier,Neutral Scale,Dark Charcoal,#36342e,,,secondary text footer,"Secondary text, footer text, border color for strong dividers. A warm dark gray-brown with 70% opacity variant."
zapier,Neutral Scale,Warm Gray,#939084,,,tertiary text muted,"Tertiary text, muted labels, timestamp-style content. Mid-range with greenish-warm undertone."
zapier,Neutral Scale,Sand,#c5c0b1,,,primary border color,"Primary border color, hover state backgrounds, divider lines. The backbone of Zapier's structural elements."
zapier,Neutral Scale,Light Sand,#eceae3,,,secondary button backgrounds,"Secondary button backgrounds, light borders, subtle card surfaces."
zapier,Neutral Scale,Mid Warm,#b5b2aa,,,alternate border tone,"Alternate border tone, used on specific span elements."
zapier,Interactive,Orange CTA,#ff4f00,,,primary action buttons,Primary action buttons and active tab underlines.
zapier,Interactive,Dark CTA,#201515,,,secondary dark buttons,Secondary dark buttons with sand hover state.
zapier,Interactive,Light CTA,#eceae3,,,tertiary ghost buttons,Tertiary/ghost buttons with sand hover.
zapier,Interactive,Link Default,#201515,,,standard link color,"Standard link color, matching body text."
zapier,Interactive,Hover Underline,,,,links remove hover,Links remove `text-decoration: underline` on hover (inverse pattern).
zapier,Overlay & Surface,Semi-transparent Dark,,,,overlay button variant,"Overlay button variant, backdrop-like elements."
zapier,Overlay & Surface,Pill Surface,#fffefb,,,white pill buttons,White pill buttons with sand borders.
zapier,Shadows & Depth,Inset Underline,,,,active tab indicator,Active tab indicator -- orange underline using inset box-shadow.
zapier,Shadows & Depth,Hover Underline,,,,inactive tab hover,Inactive tab hover -- sand-colored underline.
